question_id,question,comment,date_created,source
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.","The taxol causes the pain, I take Aleve and Tylenol, Lorazapam seem to help. Rest during those days. The nausea use your anti nausea meds and try to eat whatever you can. Soup, ice cream, pudding, eggs and drink plenty of fluids. I keep Gatorade on hand for that",2019-02-15 0:00:00,Facebook
66,"How did you handle your chemo treatment of carboplatin/Taxol/Avastin and Tecentriq? This hit me pretty rough. On day 3-4 I fealt achy kinda like flu for a few days, then came the nausea/vomiting that my meds were not stopping. Ended up going to the ER and being kept for dehydration. Is it normal for me to go to the ER if I am unable to quit the nausea/vomiting? I mean at what point do I decide i need to go in? Some people have told me its part of chemo and i dont need to go in. Is this true? Am i just getting too worried and anxious about it? Oh and my hair is falling out in gobs. Just starting to feel somewhat normal and I already have treatment again next week.","If you get Very Dehydrated you should go to ER, you can faint like I did and break a BONE OR two or worse! It seemed like I COULDN'T drink enough water! My oncologist suggested I get hydrated 3 times a week where I was getting chemo...it worked...went to ER 3 times for dehydration, they kept me overnight once.",2019-02-15 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise",https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/shortness-of-breath.html,2019-09-16 0:00:00,cancer.org
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise",https://go2foundation.org/treatments-and-side-effects/side-effect-management/shortness-of-breath/,2019-09-16 0:00:00,https://go2foundation.org
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise","Did your doc prescribe any anti-nausea meds? Zofran or compazine or phenegran? Take something if you have it. If not, you can drink ginger ale that has gone flat. You need to keep hydrated any way you can. But I imagine the doc has given you something to take. Call the office if you don't have anything; they should call in a prescription. If it's really bad, you may need the ER.
As for shortness of breath, again, tell the doctor's office. He or she can give you an inhaler, maybe. That's what mine did. Depending on how bad it is, you may need to go to the ER. That part I don't know.",2019-09-16 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise",Don't lay down flat elevate yourself and lay both arms across your head to extend your airways that works for me,2019-09-16 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise","My doc also suggested that using a small fan if you have one, blow it into your face, that might help.",2019-09-16 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise","Leaning forward at a table helps. Maybe put a pillow on a table and lean forward onto it so you can rest some. Your diaphram will fall away from your lungs some,making it easier to breathe.",2019-09-16 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise","Also, realize that often shortness of breath is caused by anxiety and can be relieved by anxiety relieving medications or by deep breathing techniques or meditation.",2019-09-16 0:00:00,Facebook
67,"Shortness of breath after taking immunotherapy, very uncomfortable at night , nausea ,what to do , please advise","Let your oncologist know what's going on for you. If he hasn't prescribed antinausea meds, he may. As for the shortness of breath, try using a fan blowing air into your face? It helps me. Keep your head elevated when you sleep. Also, your doctor may prescribe an inhaler or something, if he deems it necessary.
Your job is to flush your system. Drink lots of water or most anything that contains no caffeine (caffeine is a diuretic and can dehydrate you).
Let your oncologist know all your symptoms. He'll guide you as well. (big hugs)",2019-09-16 0:00:00,Facebook
68,"How long did you have pain and shortness of breath after surgery?
I had surgery on Aug 30th to remove my right lower lobe and all of my lymph nodes. I am still in so much pain.
I am on oxygen and have so much trouble breathing at times when I am mobile.
I think some of the being short if breath is anxiety.
Did you experience this and for how long?",https://www.cancer.org/treatment/treatments-and-side-effects/physical-side-effects/shortness-of-breath.html,2018-09-28 0:00:00,cancer.org
68,"How long did you have pain and shortness of breath after surgery?
I had surgery on Aug 30th to remove my right lower lobe and all of my lymph nodes. I am still in so much pain.
I am on oxygen and have so much trouble breathing at times when I am mobile.
I think some of the being short if breath is anxiety.
Did you experience this and for how long?",https://go2foundation.org/treatments-and-side-effects/side-effect-management/shortness-of-breath/,2018-09-28 0:00:00,https://go2foundation.org
68,"How long did you have pain and shortness of breath after surgery?
I had surgery on Aug 30th to remove my right lower lobe and all of my lymph nodes. I am still in so much pain.
I am on oxygen and have so much trouble breathing at times when I am mobile.
I think some of the being short if breath is anxiety.
Did you experience this and for how long?",over two years still short of breath,2018-09-28 0:00:00,Facebook
68,"How long did you have pain and shortness of breath after surgery?
I had surgery on Aug 30th to remove my right lower lobe and all of my lymph nodes. I am still in so much pain.
I am on oxygen and have so much trouble breathing at times when I am mobile.
I think some of the being short if breath is anxiety.
Did you experience this and for how long?","I had my left lung removed. I think it took maybe a year for no 02 during the day, I still use it at night.",2018-09-28 0:00:00,Facebook
68,"How long did you have pain and shortness of breath after surgery?
I had surgery on Aug 30th to remove my right lower lobe and all of my lymph nodes. I am still in so much pain.
I am on oxygen and have so much trouble breathing at times when I am mobile.
I think some of the being short if breath is anxiety.
Did you experience this and for how long?",did you have robotic surgery? I did and no pain or shortness of breath afterwards. Was playing tennis after 3 months.,2018-09-28 0:00:00,Facebook
